Validation results on test dataset:
R2 of lnk within 500-2000K is 0.8708
Average RMSE of lnk within 500-2000K is 4.4341
Average NRMSE of lnk within 500-2000K is 23.27%

	R2 score	RMSE	MPE	NRMSE
lnA:	0.7928	7.3807	72.15%	31.65%
n:	0.7461	0.9898	101.98%	57.53%
E:	0.9614	4103.3518	133.54%	21.60%
lnk(500K):	0.9184	5.0726	76.62%	30.39%
lnk(1000K):	0.7325	4.1852	28.81%	20.92%
lnk(2000K):	-0.0129	4.1657	13.57%	16.64%

Details:
Temp.:	2000	1666	1428	1250	1111	1000	909	833	769	714	666	625	588	555	526	500
RMSE:	4.1657	4.1320	4.1205	4.1272	4.1494	4.1852	4.2333	4.2926	4.3620	4.4408	4.5282	4.6236	4.7262	4.8356	4.9512	5.0726
NRMSE:	16.64%	17.27%	18.05%	18.97%	20.03%	20.92%	21.77%	22.72%	23.63%	24.55%	25.50%	26.49%	27.50%	28.49%	29.44%	30.39%
	Truth						Prediction
Rxn.	lnA	n	E	lnk(500K)	lnk(1000K)	lnk(2000K)	lnA	n	E	lnk(500K)	lnk(1000K)	lnk(2000K)
C5H11-2+O2=C5H11O2-2	33.4852	-0.8160	-536.5000	28.9541	28.1185	27.4179	34.3311	-1.3890	611.6865	25.0836	24.4286	23.6198
C5H11O2-1=C5H10OOH1-2	19.8092	1.1000	30100.0000	-3.6485	12.2608	20.5968	13.8935	0.7010	17198.3223	0.9410	10.0815	14.8947
C5H11O2-3=C5H10OOH3-2	21.9564	0.9000	30500.0000	-3.1468	12.8252	21.1231	16.4803	0.2646	20264.6152	-2.2705	8.1104	13.3926
C5H10OOH2-4=OH+CH3CHO+C3H6	20.8888	1.2000	22700.0000	5.5001	17.7550	24.2983	21.8456	1.5867	23106.3301	8.4511	21.1784	28.0920
CH3OCH2OCH3+OH=CH3OCHOCH3+H2O	9.8482	2.7217	-1243.8630	28.0146	29.2753	30.8488	7.2338	2.7066	2055.6235	21.9852	24.8957	27.2890
COCO2HOCJ=C3H6O3_13+OH	30.0633	-0.3829	19343.1543	8.2162	17.6847	22.2862	36.0600	-0.7834	18029.5566	13.0459	21.5757	25.5692
CH3OCH2OCH3+O2=CH3OCHOCH3+HO2	16.3492	1.9950	40344.1680	-11.8566	9.8282	21.3620	9.7201	2.8420	32222.6836	-5.0481	13.1369	23.2143
CH3OCH2OCH3+HO2=CH3OCH2OCH2+H2O2	2.5802	3.5570	12691.2031	11.9127	20.7646	26.4234	-0.7432	3.8196	11637.4277	11.2819	19.7857	25.3614
COCOCO2J=COCJOCO2H	20.1015	0.7650	14651.0508	10.1103	18.0132	22.2299	16.8427	1.3050	18201.2012	6.6342	16.6979	22.1821
COCO2JOC=COCO2HOCJ	14.4307	1.5350	17238.0000	6.6211	16.3596	21.7608	19.2273	1.0355	18830.6328	6.7104	16.9040	22.3597
CJOCOCO2H=CH2O+CH2OCH2O2H	38.0622	-1.2300	23374.7598	6.8930	17.8030	22.8318	34.6469	-0.3432	18505.2148	13.8897	22.9640	27.3822
COCO2HOCJ=CH2O+CH3OCHO+OH	24.6393	0.7320	18614.0000	10.4545	20.3288	25.5197	40.0474	-1.3754	20248.2969	11.1212	20.3572	24.4985
COCJOCO2H=C3H6O3_13+OH	31.7304	-0.4490	18700.0000	10.1196	19.2186	23.6124	34.9960	-0.7732	17502.4922	12.5754	20.8471	24.7149
CH3OCH2=CH3+CH2O	29.7142	0.4403	26490.6992	5.7891	19.4249	26.3954	23.9252	0.5913	20690.2305	6.7762	17.5978	23.2135
CH2OCH2O2H=CH2O+CH2O+OH	50.9933	-2.7200	24407.0000	9.5254	19.9222	24.1778	32.5118	-0.2155	22210.6602	8.8190	19.8465	25.2856
PODE2+H=PODE2A+H2	13.9810	2.5200	6070.7500	23.5320	28.3337	31.6078	5.4145	3.0790	8314.6133	16.1810	22.4992	26.7255
PODE2+HO2=PODE2B+H2O2	-2.1037	4.1800	7265.7695	16.5608	23.1144	27.8399	-1.6243	4.0370	9055.0234	14.3508	21.7057	26.7822
PODE2+O2=PODE2A+HO2	4.8363	3.4900	40535.3711	-14.2711	8.5462	21.1643	10.1058	4.0675	30953.6523	4.2306	22.6264	33.2340
PODE2A=CH3OCH2OCH2+CH2O	31.9391	0.0100	25549.7090	6.2871	19.1511	25.5866	28.1870	0.5231	22812.6016	8.4786	20.3209	26.4234
PODE2_OOH3_5=C4H8O4_35+OH	44.3424	-1.7900	13957.9297	19.1705	24.9537	27.2249	44.9125	-1.8488	20538.5820	12.7521	21.8060	25.6923
C2H5OC2H5=C2H5+C2H5O	88.9751	-5.9940	99284.4531	-48.1991	-2.3919	18.4343	63.4437	-3.6319	87311.5000	-47.0011	-5.5817	13.8693
C2H5OC2H5+H=C2H5OCHCH3+H2	20.1664	1.7100	5437.0000	25.3214	29.2427	31.7959	15.4428	2.1460	4555.2871	24.1945	27.9743	30.6080
C2H5OCHCH3=C2H5+CH3CHO	43.6819	-1.4500	24658.0000	9.8540	21.2573	26.4564	35.4852	-1.3193	14777.0703	12.4142	18.9358	21.7394
C4H9OaOO=C4H8OaOOHb	13.4120	1.6900	22886.6016	0.8808	13.5692	20.4991	15.1786	1.6315	19903.8027	5.2856	16.4324	22.5712
C4H9ObOO=C4H8ObOOHa	13.0836	1.9200	30857.3008	-6.0403	10.8185	19.9134	18.8521	1.5389	29256.4727	-1.0292	14.7599	23.1878
C4H8ObOOHcOO=bCOC3H7OcOOH+OH	15.3904	1.3800	13882.6016	9.9945	17.9371	22.3866	16.2556	1.4336	21626.1777	3.3995	15.2759	21.7110
C2OCOC2sO2Hc=C2H5OCHO+CH3CHO+OH	27.9458	0.0810	13737.9004	14.6229	21.5922	25.1049	32.1865	-0.1338	19965.9766	11.2606	21.2152	26.1461
C2H5OCH2OC2H5+CH3=C2H5OCH2OC2H4p+CH4	-0.9862	3.7300	9637.9004	12.4943	19.9298	24.9402	2.4992	3.1548	10492.4990	11.5447	19.0115	23.8382
C2H5OCH2OC2H5+C2H5=C2H5OCHOC2H5+C2H6	19.6146	0.8650	12430.6016	12.4796	19.3345	23.0617	19.6909	1.4421	18907.8262	9.6237	20.1381	25.8951
C3H8=C2H5+CH3	65.0020	-2.9200	98522.4062	-52.3015	-4.7471	18.0181	58.6485	-2.3478	82623.2734	-39.0976	0.8527	20.0142
C3H8+H=NC3H7+H2	14.1527	2.4910	6970.0000	22.6184	27.8525	31.3328	13.4117	2.4188	2868.2842	25.5569	28.6768	31.0751
C3H8+HO2=IC3H7+H2O2	4.1463	3.3700	13720.0000	11.2812	20.5213	26.3093	4.4722	3.2438	12103.0547	12.4505	20.7894	26.0831
C3H8+CH3=NC3H7+CH4	3.5410	3.4400	10400.0000	14.4522	22.0702	27.0713	1.6321	3.6446	6136.4219	18.1057	23.7199	27.7901
C3H8+O=IC3H7+OH	13.2159	2.5000	3140.0000	25.5922	28.9051	31.4281	23.3530	0.9052	2296.2329	26.6676	28.4505	29.6557
C3H8+O=NC3H7+OH	15.1265	2.4000	5505.0000	24.5012	28.9349	31.9836	26.2968	0.4865	4834.5762	24.4547	27.2249	28.7785
C4H10+CH3O2=PC4H9+CH3O2H	3.0350	3.5900	17600.0000	7.6321	18.9771	25.8939	2.4389	3.5260	13542.5957	10.7219	19.9809	25.8324
PC4H9O2=C4H8OOH1-4	14.0250	1.5000	20000.0000	3.2181	14.3222	20.3941	15.3601	2.0400	21849.8574	6.0473	18.4566	25.3682
SC4H9O2=C4H8OOH2-3	21.2633	0.9000	29500.0000	-2.8335	12.6353	20.6816	20.4916	2.1843	26856.0020	7.0372	22.0657	30.3370
C4H8OOH2-4=C4H8O1-3+OH	21.6153	0.7800	18000.0000	8.3468	17.9454	23.0150	27.5613	-0.1622	14540.8672	11.9188	19.1237	22.6699
NC5H12+OH=C5H11-1+H2O	17.1231	1.8130	868.4004	27.5162	29.2099	30.6851	22.6520	1.0030	1792.6890	27.0809	28.6782	29.8244
NC5H12+CH3O=C5H11-1+CH3OH	26.4270	0.0000	7000.0000	19.3820	22.9045	24.6658	23.7182	0.4225	4741.3105	21.5722	24.2510	25.7369
NC5H12+HO2=C5H11-2+H2O2	4.8395	3.3700	13720.0000	11.9743	21.2144	27.0024	3.2554	3.4921	12434.2070	12.4433	21.1210	26.6701
NC5H12+CH3O=C5H11-3+CH3OH	25.4237	0.0000	5000.0000	20.3915	22.9076	24.1657	27.3826	-0.2186	4969.3418	21.0230	23.3722	24.4710
NC5H12+CH3O2=C5H11-1+CH3O2H	3.0350	3.5900	17600.0000	7.6321	18.9771	25.8939	2.4542	3.3149	12045.3320	10.9321	19.2913	24.6197
NC5H12+CH3O2=C5H11-3+CH3O2H	4.1897	3.3700	15220.0000	9.8149	19.8098	25.9752	3.0359	3.2433	11404.0625	11.7141	19.7009	24.8183
C5H11-3=C4H8-1+CH3	25.9436	0.8300	31548.7578	-0.6502	15.8011	24.3144	40.3651	0.0130	35832.2930	4.3830	22.4235	31.4483
C5H11-1+O2=C5H11O2-1	38.7678	-1.6270	198.7002	28.4566	27.4289	26.3511	33.6206	-0.9338	-395.8384	28.2156	27.3691	26.6222
C5H11-3+O2=C5H11O2-3	33.4852	-0.8160	-536.5000	28.9541	28.1185	27.4179	30.2932	-0.9258	-510.1631	25.0533	24.1549	23.3848
C5H11O2-2=C5H10OOH2-5	13.3326	1.5000	20000.0000	2.5258	13.6299	19.7018	21.8668	2.0906	25204.7773	9.4923	23.6249	31.4158
C5H10OOH1-3+O2=C5H10OOH1-3O2	32.6866	-0.8160	-536.5000	28.1555	27.3199	26.6193	29.8287	-1.0065	290.8574	23.2809	22.7296	22.1051
C5H10OOH3-1+O2=C5H10OOH3-1O2	37.9692	-1.6270	198.7002	27.6581	26.6303	25.5525	33.9882	-1.2386	920.0059	25.3645	24.9689	24.3419
C5H10OOH2-4O2=NC5KET24+OH	5.1671	3.1000	17500.0000	6.8197	17.7748	24.3267	7.8919	1.9397	19849.6074	-0.0312	11.3020	17.6408
CH3OCH2OCH3=CH3O+CH3OCH2	39.9324	0.0000	86410.1250	-47.0341	-3.5509	18.1908	47.0962	-1.5900	77495.2188	-40.7794	-2.8844	15.5120
CH3OCHOCH3=CH3OCHO+CH3	24.6371	0.9860	14952.9004	15.7155	23.9235	28.3693	27.8102	0.4213	15430.2969	14.8987	22.9556	27.1300
CH3OCH2OCH3+OH=CH3OCH2OCH2+H2O	4.1049	3.4980	-2206.4163	28.0644	29.3787	31.2482	10.8810	1.9216	2147.8213	20.6613	23.0740	24.9464
CH3OCH2OCH3+CH3=CH3OCHOCH3+CH4	13.1949	2.0970	9608.0293	16.5570	22.8455	26.7165	6.0090	2.3589	4302.6562	16.3380	20.1382	22.8559
CH3OCH2OCH3+O=CH3OCHOCH3+OH	13.9108	2.4500	2820.2676	26.2982	29.4156	31.8234	12.3574	1.7873	1929.8984	21.5224	23.7325	25.4569
CH3OCH2OCH3+HO2=CH3OCHOCH3+H2O2	5.4205	3.1630	11759.0820	13.2425	21.3524	26.5035	0.8083	3.3474	11869.8574	9.6646	17.9580	23.2647
CH3OCH2OCH3+CH3O=CH3OCHOCH3+CH3OH	12.7308	2.1260	4493.3086	21.4208	25.1556	27.7598	6.0063	2.2842	2259.0420	17.9281	20.6482	22.7999
COCOCO2J=CJOCOCO2H	18.0202	0.5850	14125.2383	7.4396	14.9531	18.9127	30.1435	0.3455	13860.2383	18.3410	25.5552	29.2820
CO2JOCOCO2H=CO2HOCOC*O+OH	27.0654	-0.0360	18379.5391	8.3438	17.5678	22.1673	22.1714	0.9924	16210.7344	12.0240	20.8695	25.6361
CH3OCH3+HO2=CH3OCH2+H2O2	-5.7540	4.6400	10556.0010	12.4578	20.9860	26.8582	1.2958	3.2664	9805.8359	11.7265	18.9251	23.6564
CH3OCH3+CH3O2=CH3OCH2+CH3O2H	-6.6703	4.6400	10556.0010	11.5415	20.0697	25.9419	-1.3130	3.7701	11759.4121	10.2819	18.8127	24.3848
CH3OCH3+H=CH3OCH2+H2	15.8595	2.0900	3384.0000	25.4422	28.5938	30.8939	18.5786	1.6442	6906.6709	21.8456	26.4608	29.3383
PODE2+O2=PODE2B+HO2	11.0300	2.5000	37249.2500	-10.9225	9.5549	20.6600	8.4565	3.1797	41486.9062	-13.5370	9.5440	22.1866
PODE2_OOH1_5=CH3OCHO+CH2OCH2O2H	33.8963	0.3000	13121.4102	22.5548	29.3657	32.8751	28.1136	0.2500	12428.9355	17.1581	23.5859	26.8864
PODE2_OOH1_5=C4H8O4_15+OH	31.2971	-0.2000	20411.0898	9.5117	19.6443	24.6413	41.1164	-0.9353	17419.6660	17.7719	25.8895	29.6241
PODE2_OOH1_3=CH3OCH2+HO2CH2OCHO	41.9653	-0.5300	13408.2207	25.1770	31.5569	34.5632	33.7893	-0.0647	18366.1602	14.9031	24.1005	28.6768
PODE2_OOH1_3=COCOC*O+CH2O2H	32.6680	0.1900	15344.1699	18.4058	26.2590	30.2514	22.7305	0.7603	11930.8887	15.4479	21.9788	25.5077
PODE2_OOH1_3=C4H8O4_13+OH	55.1600	-2.5800	21391.0098	17.5976	26.5736	30.1675	34.4803	-0.2951	16913.5840	15.6240	23.9307	27.9818
C2H5OC2H5+CH3=C2H5OCHCH3+CH4	9.5104	2.7500	11054.0010	15.4754	22.9442	27.6316	9.3026	1.8930	4859.5684	16.1762	19.9338	22.4686
C2H5OC2H5+HO2=C2H5OCHCH3+H2O2	-7.0187	4.6000	4320.0000	17.2207	22.5831	26.8585	0.1967	3.3349	12411.5566	8.4303	16.9876	22.4220
C2H5OCH2=C2H5+CH2O	42.6936	-2.1600	18935.0000	10.2131	18.2443	21.5114	42.6470	-1.7962	23953.2578	7.3769	18.1856	22.9674
C2H5OCHOC2H5=C2H5OCHO+C2H5	26.0014	0.5860	14216.0996	15.3355	22.8955	26.8786	29.1800	0.3257	17331.1953	13.7613	22.7085	27.2949
C3H8+HO2=NC3H7+H2O2	3.0350	3.5900	15600.0000	9.6449	19.9836	26.3971	3.2552	2.9070	14439.5430	6.7889	16.0701	21.7183
C3H8+CH3=IC3H7+CH4	0.4121	3.4600	5480.0000	16.3994	21.5553	25.3324	1.2575	3.0870	7042.7754	13.3540	19.0379	22.9496
O2+NC3H7=NC3H7O2	37.5689	-1.3000	803.4189	28.6813	28.1845	27.4856	42.1701	-2.7732	2374.0801	22.5467	21.8192	20.4943
O2+IC3H7=IC3H7O2	67.2878	-5.1500	5036.4502	30.2137	29.1784	26.8759	42.3320	-2.8016	2654.3169	22.2500	21.6438	20.3698
O2+C3H6OOH2-1=C3H6OOH2-1O2	59.4918	-4.3500	4019.7500	28.4126	27.4202	25.4165	45.0244	-3.3510	5673.1309	18.4895	19.0216	18.1263
C3H6OOH2-1O2=OH+C3KET21	21.4362	0.5150	23246.5020	1.2406	13.2956	19.5016	20.1978	0.6504	20506.2715	3.6016	14.3716	19.9821
C4H10+H=PC4H9+H2	12.7628	2.6900	6450.0000	22.9886	28.0989	31.5864	17.0337	1.5212	3547.1895	22.9174	25.7568	27.7037
C4H10+O2=PC4H9+HO2	31.7254	0.0000	52340.0000	-20.9517	5.3869	18.5561	31.6885	-0.0366	48892.2969	-17.7461	6.8321	19.1085
C4H10+OH=PC4H9+H2O	23.0784	0.9700	1586.0000	27.5104	28.9809	30.0523	19.6317	0.8945	2484.2832	22.6903	24.5605	25.8056
C4H10+CH3=PC4H9+CH4	3.5410	3.4400	10400.0000	14.4522	22.0702	27.0713	4.4473	2.4133	4413.9463	15.0029	18.8968	21.6802
PC4H9=C2H4+C2H5	27.9957	0.6200	29636.7109	2.0212	17.3647	25.2513	29.4918	-0.0873	27096.2520	1.6787	15.2536	22.0108
PC4H9O2=C4H8OOH1-2	19.8092	1.1000	30100.0000	-3.6485	12.2608	20.5968	17.7182	1.1361	26615.8535	-2.0089	12.1722	19.6564
PC4H9O2=C4H8OOH1-3	16.4256	1.3000	18200.0000	6.1874	16.2471	21.7275	14.4923	1.0993	21148.9141	0.0389	11.4434	17.5266
C4H8OOH2-4+O2=C4H8OOH2-4O2	38.0748	-1.6270	198.7002	27.7636	26.7359	25.6581	37.9019	-2.4752	2475.8730	20.0278	19.5581	18.4653
NC5H12=PC4H9+CH3	62.8375	-2.6400	97629.5000	-51.8272	-4.5280	18.2066	63.0173	-2.9493	90771.9766	-46.6678	-3.0339	17.7610
NC5H12+O=C5H11-2+OH	31.6599	0.0000	5200.0000	26.4265	29.0432	30.3516	26.8850	0.0118	7390.4795	19.5204	23.2477	25.1154
NC5H12+O=C5H11-3+OH	30.9668	0.0000	5200.0000	25.7333	28.3501	29.6584	26.4496	0.1303	7252.6348	19.9601	23.7001	25.6153
NC5H12+CH3=C5H11-3+CH4	11.3386	2.1330	7574.0000	16.9716	22.2614	25.6456	7.8062	2.1338	3597.5000	17.4462	20.7355	23.1197
C5H11O2-1=C5H10OOH1-3	16.4256	1.3000	18200.0000	6.1874	16.2471	21.7275	14.5956	1.0568	21358.6270	-0.3331	11.1475	17.2540
C5H11O2-1=C5H10OOH1-5	12.5917	1.5000	19900.0000	1.8855	12.9392	18.9860	12.9143	1.0576	18693.2051	0.6730	10.8128	16.2492
C5H11O2-2=C5H10OOH2-4	24.9765	0.2000	19500.0000	6.5938	16.5452	21.5903	16.1019	1.1358	23184.2578	-0.1733	12.2807	18.9014
C5H11O2-3=C5H10OOH3-1	17.1748	1.4000	20800.0000	4.9414	16.3787	22.5826	15.4777	1.0544	21525.9102	0.3660	11.9292	18.0762
C5H10OOH1-3=C5H10O1-3+OH	27.5808	0.0000	16620.2793	10.8535	19.2171	23.3990	23.0771	0.6592	15653.4707	11.4197	19.7538	24.1493
C5H10OOH2-4=C5H10O2-4+OH	27.1753	0.0000	17612.6797	9.4492	18.3123	22.7438	24.9712	0.4884	19435.2422	8.4457	18.5644	23.7930
C5H10OOH3-1=C5H10O1-3+OH	27.1753	0.0000	17334.6816	9.7290	18.4522	22.8137	26.0587	0.3739	19519.8320	8.7368	18.8187	23.9893
C5H10OOH3-1O2=NC5KET31+OH	4.0580	2.9000	17000.0000	4.9709	15.5358	21.8233	7.5240	2.8164	15961.1348	8.9630	18.9472	24.9153
