Validation results on test dataset:
R2 of lnk within 500-2000K is 0.9489
Average RMSE of lnk within 500-2000K is 2.7774
Average NRMSE of lnk within 500-2000K is 14.65%

	R2 score	RMSE	MPE	NRMSE
lnA:	0.7438	8.2059	89.84%	35.19%
n:	0.7106	1.0569	105.44%	61.43%
E:	0.9657	3868.3718	112.49%	20.37%
lnk(500K):	0.9621	3.4564	63.11%	20.71%
lnk(1000K):	0.9041	2.5063	17.77%	12.53%
lnk(2000K):	0.6287	2.5222	8.43%	10.07%

Details:
Temp.:	2000	1666	1428	1250	1111	1000	909	833	769	714	666	625	588	555	526	500
RMSE:	2.5222	2.4761	2.4549	2.4545	2.4723	2.5063	2.5550	2.6170	2.6909	2.7757	2.8702	2.9735	3.0845	3.2025	3.3267	3.4564
NRMSE:	10.07%	10.35%	10.75%	11.28%	11.93%	12.53%	13.14%	13.85%	14.58%	15.35%	16.16%	17.04%	17.95%	18.87%	19.78%	20.71%
	Truth						Prediction
Rxn.	lnA	n	E	lnk(500K)	lnk(1000K)	lnk(2000K)	lnA	n	E	lnk(500K)	lnk(1000K)	lnk(2000K)
C4H10+H=SC4H9+H2	14.7710	2.4000	4471.0000	25.1863	29.0997	31.8882	13.9583	2.2365	4053.2705	23.7778	27.3677	29.9378
C4H10+CH3=SC4H9+CH4	1.1053	3.4600	5481.0000	17.0915	22.2479	26.0253	8.8039	2.6224	7833.2871	17.2175	22.9771	26.7658
SC4H9=C3H6+CH3	26.0892	0.8400	31309.7500	-0.2018	16.1361	24.5962	30.7955	0.5658	33487.6328	0.6082	17.8520	26.6700
SC4H9O2=C4H8OOH2-1	21.1003	1.1000	33500.0000	-5.7793	11.8410	21.0324	19.9643	1.2477	27294.9570	0.2475	14.8477	22.5803
C4H8OOH1-3+O2=C4H8OOH1-3O2	32.7924	-0.8160	-536.5000	28.2612	27.4256	26.7250	45.8646	-2.3451	2016.9204	29.2607	28.6501	27.5321
C4H8OOH1-3=OH+CH2O+C3H6	20.9303	1.3000	24900.0020	3.9489	17.3802	24.5464	29.8874	0.3079	27708.2402	3.9142	18.0709	25.2560
C4H8OOH1-3=C4H8O1-3+OH	21.6749	0.6900	16000.0000	9.8600	18.3898	22.8938	28.7645	0.1524	17241.2656	12.3592	21.1410	25.5847
C4H8OOH1-3O2=NC4KET13+OH	9.2965	2.4000	19900.0000	4.1834	15.8611	22.5316	18.1361	1.3064	22843.4277	3.2640	15.6648	22.3179
C4H8OOH2-4O2=NC4KET24+OH	4.0587	2.9000	17000.0000	4.9716	15.5365	21.8240	16.7904	1.6670	20354.9238	6.6642	18.0627	24.3396
NC5H12+H=C5H11-1+H2	12.7628	2.6900	6450.0000	22.9886	28.0989	31.5864	13.1802	2.2412	7320.1582	19.7412	24.9783	28.3736
NC5H12+H=C5H11-2+H2	14.7710	2.4000	4471.0000	25.1863	29.0997	31.8882	15.5682	2.0299	5420.8662	22.7273	26.8622	29.6331
NC5H12+HO2=C5H11-3+H2O2	4.1463	3.3700	13720.0000	11.2812	20.5213	26.3093	2.8127	3.3752	13076.9805	10.6271	19.5471	25.1769
NC5H12+CH3O2=C5H11-2+CH3O2H	4.8363	3.3700	15220.0000	10.4615	20.4564	26.6218	2.2600	3.4676	13196.0234	10.5290	19.5731	25.2970
C5H11-2+O2=C5H11O2-2	33.4852	-0.8160	-536.5000	28.9541	28.1185	27.4179	41.1046	-1.6176	1456.7178	29.5858	29.1976	28.4429
C5H11O2-1=C5H10OOH1-2	19.8092	1.1000	30100.0000	-3.6485	12.2608	20.5968	17.8536	1.4073	20636.2793	5.8299	17.1899	23.3577
C5H11O2-3=C5H10OOH3-2	21.9564	0.9000	30500.0000	-3.1468	12.8252	21.1231	18.4712	1.4750	24093.6133	3.3888	16.5356	23.6201
C5H10OOH2-4=OH+CH3CHO+C3H6	20.8888	1.2000	22700.0000	5.5001	17.7550	24.2983	27.0150	0.7523	28257.0508	3.2511	17.9920	25.6232
CH3OCH2OCH3+OH=CH3OCHOCH3+H2O	9.8482	2.7217	-1243.8630	28.0146	29.2753	30.8488	13.0520	2.3617	1607.3496	26.1112	28.5571	30.5985
COCO2HOCJ=C3H6O3_13+OH	30.0633	-0.3829	19343.1543	8.2162	17.6847	22.2862	28.0358	-0.2897	16037.4258	10.0945	17.9640	21.7983
CH3OCH2OCH3+O2=CH3OCHOCH3+HO2	16.3492	1.9950	40344.1680	-11.8566	9.8282	21.3620	13.2399	2.1900	39621.9570	-13.0274	8.4291	19.9163
CH3OCH2OCH3+HO2=CH3OCH2OCH2+H2O2	2.5802	3.5570	12691.2031	11.9127	20.7646	26.4234	-2.7359	4.2708	11013.2686	12.7216	21.2240	26.9553
COCOCO2J=COCJOCO2H	20.1015	0.7650	14651.0508	10.1103	18.0132	22.2299	21.6902	0.5037	16920.5293	7.7909	16.6548	21.2613
COCO2JOC=COCO2HOCJ	14.4307	1.5350	17238.0000	6.6211	16.3596	21.7608	23.2247	0.6091	20606.1562	6.2713	17.0629	22.6699
CJOCOCO2H=CH2O+CH2OCH2O2H	38.0622	-1.2300	23374.7598	6.8930	17.8030	22.8318	28.6840	0.3322	22214.2598	8.3913	19.8002	25.6198
COCO2HOCJ=CH2O+CH3OCHO+OH	24.6393	0.7320	18614.0000	10.4545	20.3288	25.5197	27.4576	0.2289	18071.7969	10.6922	19.9449	24.6507
COCJOCO2H=C3H6O3_13+OH	31.7304	-0.4490	18700.0000	10.1196	19.2186	23.6124	26.9657	-0.1813	15366.6094	10.3733	17.9804	21.7212
CH3OCH2=CH3+CH2O	29.7142	0.4403	26490.6992	5.7891	19.4249	26.3954	23.7909	0.4619	21490.1660	5.0328	16.1672	21.8945
CH2OCH2O2H=CH2O+CH2O+OH	50.9933	-2.7200	24407.0000	9.5254	19.9222	24.1778	23.4596	0.6730	23321.9629	4.1698	16.3724	22.7069
PODE2+H=PODE2A+H2	13.9810	2.5200	6070.7500	23.5320	28.3337	31.6078	8.8167	2.9569	4396.0820	22.7683	27.0301	30.1858
PODE2+HO2=PODE2B+H2O2	-2.1037	4.1800	7265.7695	16.5608	23.1144	27.8399	1.2174	3.7762	10376.0752	14.2419	22.0808	27.3089
PODE2+O2=PODE2A+HO2	4.8363	3.4900	40535.3711	-14.2711	8.5462	21.1643	12.3954	2.4464	37351.6953	-9.9937	10.4981	21.5918
PODE2A=CH3OCH2OCH2+CH2O	31.9391	0.0100	25549.7090	6.2871	19.1511	25.5866	24.8571	0.7091	23853.8926	5.2563	17.7515	24.2449
PODE2_OOH3_5=C4H8O4_35+OH	44.3424	-1.7900	13957.9297	19.1705	24.9537	27.2249	37.8957	-1.2975	18411.7559	11.3021	19.6679	23.4011
C2H5OC2H5=C2H5+C2H5O	88.9751	-5.9940	99284.4531	-48.1991	-2.3919	18.4343	64.4623	-2.9637	92617.3438	-47.1695	-2.6169	18.6322
C2H5OC2H5+H=C2H5OCHCH3+H2	20.1664	1.7100	5437.0000	25.3214	29.2427	31.7959	14.4158	2.1879	3714.1016	24.2744	27.6600	30.1110
C2H5OCHCH3=C2H5+CH3CHO	43.6819	-1.4500	24658.0000	9.8540	21.2573	26.4564	32.4990	-0.9595	18179.2188	8.2399	16.7230	20.6320
C4H9OaOO=C4H8OaOOHb	13.4120	1.6900	22886.6016	0.8808	13.5692	20.4991	19.7029	0.9425	20552.7090	4.8751	15.8710	21.6955
C4H9ObOO=C4H8ObOOHa	13.0836	1.9200	30857.3008	-6.0403	10.8185	19.9134	24.5629	0.9450	33536.1250	-3.3163	14.2148	23.3078
C4H8ObOOHcOO=bCOC3H7OcOOH+OH	15.3904	1.3800	13882.6016	9.9945	17.9371	22.3866	19.5371	1.1016	20088.4180	6.1655	17.0380	22.8560
C2OCOC2sO2Hc=C2H5OCHO+CH3CHO+OH	27.9458	0.0810	13737.9004	14.6229	21.5922	25.1049	24.0800	0.5415	19558.7734	7.7608	17.9785	23.2750
C2H5OCH2OC2H5+CH3=C2H5OCH2OC2H4p+CH4	-0.9862	3.7300	9637.9004	12.4943	19.9298	24.9402	3.1626	3.4262	10580.1963	13.8067	21.5057	26.5427
C2H5OCH2OC2H5+C2H5=C2H5OCHOC2H5+C2H6	19.6146	0.8650	12430.6016	12.4796	19.3345	23.0617	15.1440	1.7350	10820.0410	15.0369	21.6844	25.6095
C3H8=C2H5+CH3	65.0020	-2.9200	98522.4062	-52.3015	-4.7471	18.0181	62.1834	-3.2813	86403.6328	-45.1687	-3.9632	15.5024
C3H8+H=NC3H7+H2	14.1527	2.4910	6970.0000	22.6184	27.8525	31.3328	13.1645	2.3876	3999.3467	23.9772	27.6446	30.3058
C3H8+HO2=IC3H7+H2O2	4.1463	3.3700	13720.0000	11.2812	20.5213	26.3093	7.9958	2.6728	9179.7432	15.3676	21.8397	26.0021
C3H8+CH3=NC3H7+CH4	3.5410	3.4400	10400.0000	14.4522	22.0702	27.0713	4.4499	3.2447	6712.7178	17.8584	23.4854	27.4234
C3H8+O=IC3H7+OH	13.2159	2.5000	3140.0000	25.5922	28.9051	31.4281	18.4662	1.6026	2861.8394	25.5457	28.0967	29.9276
C3H8+O=NC3H7+OH	15.1265	2.4000	5505.0000	24.5012	28.9349	31.9836	22.3599	1.1920	3806.2236	25.9369	28.6785	30.4624
C4H10+CH3O2=PC4H9+CH3O2H	3.0350	3.5900	17600.0000	7.6321	18.9771	25.8939	2.7846	3.4045	13320.8105	10.5357	19.5988	25.3103
PC4H9O2=C4H8OOH1-4	14.0250	1.5000	20000.0000	3.2181	14.3222	20.3941	22.5330	1.1164	27887.1445	1.4041	16.2112	24.0017
SC4H9O2=C4H8OOH2-3	21.2633	0.9000	29500.0000	-2.8335	12.6353	20.6816	22.6101	1.0474	28026.3711	0.9123	15.7417	23.5193
C4H8OOH2-4=C4H8O1-3+OH	21.6153	0.7800	18000.0000	8.3468	17.9454	23.0150	24.2614	0.3215	16064.2773	10.0917	18.3984	22.6632
NC5H12+OH=C5H11-1+H2O	17.1231	1.8130	868.4004	27.5162	29.2099	30.6851	19.5675	1.3351	930.4507	26.9282	28.3218	29.4813
NC5H12+CH3O=C5H11-1+CH3OH	26.4270	0.0000	7000.0000	19.3820	22.9045	24.6658	16.7912	1.4101	5874.3008	19.6424	23.5758	26.0313
NC5H12+HO2=C5H11-2+H2O2	4.8395	3.3700	13720.0000	11.9743	21.2144	27.0024	3.1205	3.3438	12125.5840	11.6973	20.1169	25.4855
NC5H12+CH3O=C5H11-3+CH3OH	25.4237	0.0000	5000.0000	20.3915	22.9076	24.1657	20.4148	0.9148	4366.3516	21.7056	24.5369	26.2696
NC5H12+CH3O2=C5H11-1+CH3O2H	3.0350	3.5900	17600.0000	7.6321	18.9771	25.8939	2.7430	3.3868	12721.3730	10.9876	19.7368	25.2852
NC5H12+CH3O2=C5H11-3+CH3O2H	4.1897	3.3700	15220.0000	9.8149	19.8098	25.9752	2.9419	3.3547	11506.9160	12.2092	20.3250	25.5455
C5H11-3=C4H8-1+CH3	25.9436	0.8300	31548.7578	-0.6502	15.8011	24.3144	25.1582	1.0899	35982.9961	-4.2829	14.5799	24.3891
C5H11-1+O2=C5H11O2-1	38.7678	-1.6270	198.7002	28.4566	27.4289	26.3511	31.8527	-1.0378	-789.8174	26.1980	25.0812	24.1632
C5H11-3+O2=C5H11O2-3	33.4852	-0.8160	-536.5000	28.9541	28.1185	27.4179	36.0660	-1.6370	-175.7759	26.0697	24.8466	23.6677
C5H11O2-2=C5H10OOH2-5	13.3326	1.5000	20000.0000	2.5258	13.6299	19.7018	22.1261	1.0575	26403.5508	2.1242	16.1440	23.5204
C5H10OOH1-3+O2=C5H10OOH1-3O2	32.6866	-0.8160	-536.5000	28.1555	27.3199	26.6193	34.4799	-1.4986	414.6997	24.7490	23.9189	22.9845
C5H10OOH3-1+O2=C5H10OOH3-1O2	37.9692	-1.6270	198.7002	27.6581	26.6303	25.5525	38.1693	-1.9058	668.8057	25.6527	24.6682	23.5156
C5H10OOH2-4O2=NC5KET24+OH	5.1671	3.1000	17500.0000	6.8197	17.7748	24.3267	10.3803	2.0383	20387.3496	2.5288	14.2009	20.7434
CH3OCH2OCH3=CH3O+CH3OCH2	39.9324	0.0000	86410.1250	-47.0341	-3.5509	18.1908	51.5567	-2.0764	82852.5391	-44.7336	-4.4799	14.9274
CH3OCHOCH3=CH3OCHO+CH3	24.6371	0.9860	14952.9004	15.7155	23.9235	28.3693	27.2741	0.3902	16801.6094	12.7893	21.5147	26.0126
CH3OCH2OCH3+OH=CH3OCH2OCH2+H2O	4.1049	3.4980	-2206.4163	28.0644	29.3787	31.2482	17.1399	2.0055	3118.3130	26.4651	29.4244	31.5991
CH3OCH2OCH3+CH3=CH3OCHOCH3+CH4	13.1949	2.0970	9608.0293	16.5570	22.8455	26.7165	6.8599	2.6332	8506.4648	14.6631	20.7690	24.7345
CH3OCH2OCH3+O=CH3OCHOCH3+OH	13.9108	2.4500	2820.2676	26.2982	29.4156	31.8234	17.8430	1.9855	3703.3623	26.4552	29.6950	32.0031
CH3OCH2OCH3+HO2=CH3OCHOCH3+H2O2	5.4205	3.1630	11759.0820	13.2425	21.3524	26.5035	4.7402	3.0344	11135.3271	12.3906	20.0973	25.0024
CH3OCH2OCH3+CH3O=CH3OCHOCH3+CH3OH	12.7308	2.1260	4493.3086	21.4208	25.1556	27.7598	10.5735	2.2738	5532.5264	19.1364	23.4965	26.4647
COCOCO2J=CJOCOCO2H	18.0202	0.5850	14125.2383	7.4396	14.9531	18.9127	22.2349	-0.0418	12635.7793	9.2581	15.5877	18.7381
CO2JOCOCO2H=CO2HOCOC*O+OH	27.0654	-0.0360	18379.5391	8.3438	17.5678	22.1673	17.8868	0.8889	16380.2285	6.9252	15.7841	20.5217
CH3OCH3+HO2=CH3OCH2+H2O2	-5.7540	4.6400	10556.0010	12.4578	20.9860	26.8582	4.5970	3.0390	11540.4336	11.8687	19.7826	24.7928
CH3OCH3+CH3O2=CH3OCH2+CH3O2H	-6.6703	4.6400	10556.0010	11.5415	20.0697	25.9419	1.7260	3.7343	13153.0703	11.6957	20.9030	26.8009
CH3OCH3+H=CH3OCH2+H2	15.8595	2.0900	3384.0000	25.4422	28.5938	30.8939	17.5816	2.0939	5867.5117	24.6890	29.0930	32.0207
PODE2+O2=PODE2B+HO2	11.0300	2.5000	37249.2500	-10.9225	9.5549	20.6600	10.4723	2.2432	36107.9883	-11.9278	7.7973	18.4373
PODE2_OOH1_5=CH3OCHO+CH2OCH2O2H	33.8963	0.3000	13121.4102	22.5548	29.3657	32.8751	25.6063	0.6354	12951.4297	16.5205	23.4783	27.1775
PODE2_OOH1_5=C4H8O4_15+OH	31.2971	-0.2000	20411.0898	9.5117	19.6443	24.6413	37.3155	-1.1048	16048.8906	14.2974	21.6077	24.8800
PODE2_OOH1_3=CH3OCH2+HO2CH2OCHO	41.9653	-0.5300	13408.2207	25.1770	31.5569	34.5632	27.0472	0.4374	16848.3281	12.8089	21.5905	26.1329
PODE2_OOH1_3=COCOC*O+CH2O2H	32.6680	0.1900	15344.1699	18.4058	26.2590	30.2514	22.3803	0.9404	13792.0078	14.3440	21.9363	26.0583
PODE2_OOH1_3=C4H8O4_13+OH	55.1600	-2.5800	21391.0098	17.5976	26.5736	30.1675	37.2498	-1.0363	15261.2344	15.4502	22.4117	25.5332
C2H5OC2H5+CH3=C2H5OCHCH3+CH4	9.5104	2.7500	11054.0010	15.4754	22.9442	27.6316	11.4286	2.1630	7658.1533	17.1632	22.5162	25.9424
C2H5OC2H5+HO2=C2H5OCHCH3+H2O2	-7.0187	4.6000	4320.0000	17.2207	22.5831	26.8585	2.7748	3.2148	13395.9434	9.2716	18.2411	23.8400
C2H5OCH2=C2H5+CH2O	42.6936	-2.1600	18935.0000	10.2131	18.2443	21.5114	33.2776	-0.3906	21875.6855	8.8339	19.5715	24.8049
C2H5OCHOC2H5=C2H5OCHO+C2H5	26.0014	0.5860	14216.0996	15.3355	22.8955	26.8786	28.6516	0.1309	17722.6777	11.6283	20.6374	25.1873
C3H8+HO2=NC3H7+H2O2	3.0350	3.5900	15600.0000	9.6449	19.9836	26.3971	6.7793	2.7045	13723.7051	9.7744	18.5550	23.8827
C3H8+CH3=IC3H7+CH4	0.4121	3.4600	5480.0000	16.3994	21.5553	25.3324	9.0668	2.5784	7021.9619	18.0232	23.3440	26.8980
O2+NC3H7=NC3H7O2	37.5689	-1.3000	803.4189	28.6813	28.1845	27.4856	36.3582	-1.4148	-1245.5686	28.8195	27.2121	25.9180
O2+IC3H7=IC3H7O2	67.2878	-5.1500	5036.4502	30.2137	29.1784	26.8759	35.4973	-1.4278	-1868.5093	28.5048	26.5749	25.1151
O2+C3H6OOH2-1=C3H6OOH2-1O2	59.4918	-4.3500	4019.7500	28.4126	27.4202	25.4165	36.0043	-1.4523	-1293.1790	28.2802	26.6228	25.2907
C3H6OOH2-1O2=OH+C3KET21	21.4362	0.5150	23246.5020	1.2406	13.2956	19.5016	16.5791	0.6090	20423.6270	-0.1914	10.5083	16.0692
C4H10+H=PC4H9+H2	12.7628	2.6900	6450.0000	22.9886	28.0989	31.5864	18.0325	1.9738	5207.0586	25.0585	29.0469	31.7252
C4H10+O2=PC4H9+HO2	31.7254	0.0000	52340.0000	-20.9517	5.3869	18.5561	28.4603	0.4802	52175.4688	-21.0671	5.5214	18.9821
C4H10+OH=PC4H9+H2O	23.0784	0.9700	1586.0000	27.5104	28.9809	30.0523	21.8947	1.3583	4237.7920	26.0706	29.1446	31.1524
C4H10+CH3=PC4H9+CH4	3.5410	3.4400	10400.0000	14.4522	22.0702	27.0713	15.5194	1.8160	6999.5371	19.7606	24.5416	27.5616
PC4H9=C2H4+C2H5	27.9957	0.6200	29636.7109	2.0212	17.3647	25.2513	26.3617	0.0723	26010.3164	0.6333	13.7723	20.3669
PC4H9O2=C4H8OOH1-2	19.8092	1.1000	30100.0000	-3.6485	12.2608	20.5968	17.9310	0.6621	20973.7930	0.9371	11.9504	17.6866
PC4H9O2=C4H8OOH1-3	16.4256	1.3000	18200.0000	6.1874	16.2471	21.7275	17.1868	0.6891	19101.9746	2.2441	12.3342	17.6181
C4H8OOH2-4+O2=C4H8OOH2-4O2	38.0748	-1.6270	198.7002	27.7636	26.7359	25.6581	35.2869	-1.4136	-1823.1792	28.3366	26.4393	25.0007
NC5H12=PC4H9+CH3	62.8375	-2.6400	97629.5000	-51.8272	-4.5280	18.2066	65.3031	-3.4991	92556.7812	-49.5953	-5.4443	15.4185
NC5H12+O=C5H11-2+OH	31.6599	0.0000	5200.0000	26.4265	29.0432	30.3516	20.6504	1.6173	3669.9678	27.0079	29.9758	32.0202
NC5H12+O=C5H11-3+OH	30.9668	0.0000	5200.0000	25.7333	28.3501	29.6584	20.3653	1.6597	3591.2764	27.0655	30.0231	32.0771
NC5H12+CH3=C5H11-3+CH4	11.3386	2.1330	7574.0000	16.9716	22.2614	25.6456	11.2915	2.1836	7746.0723	17.0661	22.4776	25.9402
C5H11O2-1=C5H10OOH1-3	16.4256	1.3000	18200.0000	6.1874	16.2471	21.7275	17.1874	0.7030	19766.4648	1.6626	12.0968	17.5575
C5H11O2-1=C5H10OOH1-5	12.5917	1.5000	19900.0000	1.8855	12.9392	18.9860	17.1676	0.6873	18963.7852	2.3529	12.3722	17.6201
C5H11O2-2=C5H10OOH2-4	24.9765	0.2000	19500.0000	6.5938	16.5452	21.5903	17.3165	0.8820	21340.9922	1.3197	12.6702	18.6512
C5H11O2-3=C5H10OOH3-1	17.1748	1.4000	20800.0000	4.9414	16.3787	22.5826	17.8708	0.9961	22463.8750	1.4526	13.4473	19.7899
C5H10OOH1-3=C5H10O1-3+OH	27.5808	0.0000	16620.2793	10.8535	19.2171	23.3990	25.6604	0.3908	14899.8750	13.0933	20.8621	24.8819
C5H10OOH2-4=C5H10O2-4+OH	27.1753	0.0000	17612.6797	9.4492	18.3123	22.7438	26.5069	0.1282	20789.6562	6.3802	16.9309	22.2506
C5H10OOH3-1=C5H10O1-3+OH	27.1753	0.0000	17334.6816	9.7290	18.4522	22.8137	25.5888	0.3882	17802.1992	10.0844	19.3119	24.0602
C5H10OOH3-1O2=NC5KET31+OH	4.0580	2.9000	17000.0000	4.9709	15.5358	21.8233	11.4508	1.7855	15968.7168	6.4754	15.7488	21.0043
